Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal,Season,FirstName
1900,Paris,Athletics,Athletics,"CHASTANIE, Jacques",FRA,Men,3000M Steeplechase,Bronze,Summer,Jacques
1900,Paris,Athletics,Athletics,"ORTON, George",CAN,Men,3000M Steeplechase,Gold,Summer,George
1900,Paris,Athletics,Athletics,"ROBINSON, Sidney",GBR,Men,3000M Steeplechase,Silver,Summer,Sidney
1900,Paris,Athletics,Athletics,"ROBINSON, Sidney",GBR,Men,4000M Steeplechase,Bronze,Summer,Sidney
1900,Paris,Athletics,Athletics,"RIMMER, John",GBR,Men,4000M Steeplechase,Gold,Summer,John
1900,Paris,Athletics,Athletics,"BENNETT, Charles",GBR,Men,4000M Steeplechase,Silver,Summer,Charles
1900,Paris,Athletics,Athletics,"SCHULTZ, Ernst",DEN,Men,400M,Bronze,Summer,Ernst
1900,Paris,Athletics,Athletics,"LONG, Maxwell W.Maxey",USA,Men,400M,Gold,Summer,Maxwell
1900,Paris,Athletics,Athletics,"HOLLAND, William",USA,Men,400M,Silver,Summer,William
1900,Paris,Athletics,Athletics,"ORTON, George",CAN,Men,400M Hurdles,Bronze,Summer,George
1900,Paris,Athletics,Athletics,"TEWKSBURY, Walter B. John",USA,Men,400M Hurdles,Gold,Summer,Walter
1900,Paris,Athletics,Athletics,"TAUZIN, Henri",FRA,Men,400M Hurdles,Silver,Summer,Henri
1900,Paris,Athletics,Athletics,"BENNETT, Charles",ZZX,Men,5000M Team,Gold,Summer,Charles
1900,Paris,Athletics,Athletics,"RIMMER, John",ZZX,Men,5000M Team,Gold,Summer,John
1900,Paris,Athletics,Athletics,"ROBINSON, Sidney",ZZX,Men,5000M Team,Gold,Summer,Sidney
1900,Paris,Athletics,Athletics,"ROWLEY, Stanley",ZZX,Men,5000M Team,Gold,Summer,Stanley
1900,Paris,Athletics,Athletics,"TYSOE, Alfred",ZZX,Men,5000M Team,Gold,Summer,Alfred
1900,Paris,Athletics,Athletics,"CASTANET, André",FRA,Men,5000M Team,Silver,Summer,André
1900,Paris,Athletics,Athletics,"CHAMPOUDRY, Michel",FRA,Men,5000M Team,Silver,Summer,Michel
1900,Paris,Athletics,Athletics,"CHASTANIE, Jacques",FRA,Men,5000M Team,Silver,Summer,Jacques
1900,Paris,Athletics,Athletics,"DELOGE, Henri",FRA,Men,5000M Team,Silver,Summer,Henri
1900,Paris,Athletics,Athletics,"RAGUENEAU, Gaston",FRA,Men,5000M Team,Silver,Summer,Gaston
1900,Paris,Athletics,Athletics,"ROWLEY, Stanley",AUS,Men,60M,Bronze,Summer,Stanley
1900,Paris,Athletics,Athletics,"KRAENZLEIN, Alvin",USA,Men,60M,Gold,Summer,Alvin
1900,Paris,Athletics,Athletics,"TEWKSBURY, Walter B. John",USA,Men,60M,Silver,Summer,Walter
1900,Paris,Athletics,Athletics,"HALL, David",USA,Men,800M,Bronze,Summer,David
1900,Paris,Athletics,Athletics,"TYSOE, Alfred",GBR,Men,800M,Gold,Summer,Alfred
1900,Paris,Athletics,Athletics,"CREGAN, John",USA,Men,800M,Silver,Summer,John
1900,Paris,Athletics,Athletics,"SHELDON, Richard",USA,Men,Discus Throw,Bronze,Summer,Richard
1900,Paris,Athletics,Athletics,"BAUER, Rudolf",HUN,Men,Discus Throw,Gold,Summer,Rudolf
1900,Paris,Athletics,Athletics,"JANDA, Frantisek",BOH,Men,Discus Throw,Silver,Summer,Frantisek
1900,Paris,Athletics,Athletics,"MCCRACKEN, Josiah",USA,Men,Hammer Throw,Bronze,Summer,Josiah
1900,Paris,Athletics,Athletics,"FLANAGAN, John Jesus",USA,Men,Hammer Throw,Gold,Summer,John
1900,Paris,Athletics,Athletics,"HARE, Thomas Truxton",USA,Men,Hammer Throw,Silver,Summer,Thomas
1900,Paris,Athletics,Athletics,"GÖNCZY, Lajos",HUN,Men,High Jump,Bronze,Summer,Lajos
1900,Paris,Athletics,Athletics,"BAXTER, Irving",USA,Men,High Jump,Gold,Summer,Irving
1900,Paris,Athletics,Athletics,"LEAHY, Patrick Joseph",GBR,Men,High Jump,Silver,Summer,Patrick
1900,Paris,Athletics,Athletics,"SHELDON, Lewis Pendleton",USA,Men,"High Jump, Standing",Bronze,Summer,Lewis
1900,Paris,Athletics,Athletics,"EWRY, Ray",USA,Men,"High Jump, Standing",Gold,Summer,Ray
1900,Paris,Athletics,Athletics,"BAXTER, Irving",USA,Men,"High Jump, Standing",Silver,Summer,Irving
1900,Paris,Athletics,Athletics,"LEAHY, Patrick Joseph",GBR,Men,Long Jump,Bronze,Summer,Patrick
1900,Paris,Athletics,Athletics,"KRAENZLEIN, Alvin",USA,Men,Long Jump,Gold,Summer,Alvin
1900,Paris,Athletics,Athletics,"PRINSTEIN, Meyer",USA,Men,Long Jump,Silver,Summer,Meyer
1900,Paris,Athletics,Athletics,"TORCHEBOEUF, Emile",FRA,Men,"Long Jump, Standing",Bronze,Summer,Emile
1900,Paris,Athletics,Athletics,"EWRY, Ray",USA,Men,"Long Jump, Standing",Gold,Summer,Ray
1900,Paris,Athletics,Athletics,"BAXTER, Irving",USA,Men,"Long Jump, Standing",Silver,Summer,Irving
1900,Paris,Athletics,Athletics,"FAST, Ernst",SWE,Men,Marathon,Bronze,Summer,Ernst
1900,Paris,Athletics,Athletics,"THEATO, Michel",FRA,Men,Marathon,Gold,Summer,Michel
1900,Paris,Athletics,Athletics,"CHAMPION, Emile",FRA,Men,Marathon,Silver,Summer,Emile
1900,Paris,Athletics,Athletics,"ANDERSEN, Carl Albert",NOR,Men,Pole Vault,Bronze,Summer,Carl
1900,Paris,Athletics,Athletics,"BAXTER, Irving",USA,Men,Pole Vault,Gold,Summer,Irving
1900,Paris,Athletics,Athletics,"COLKETT, Meredith Bright",USA,Men,Pole Vault,Silver,Summer,Meredith
1900,Paris,Athletics,Athletics,"GARRETT, Robert",USA,Men,Shot Put,Bronze,Summer,Robert
1900,Paris,Athletics,Athletics,"SHELDON, Richard",USA,Men,Shot Put,Gold,Summer,Richard
1900,Paris,Athletics,Athletics,"MCCRACKEN, Josiah",USA,Men,Shot Put,Silver,Summer,Josiah
1900,Paris,Athletics,Athletics,"SHELDON, Lewis Pendleton",USA,Men,Triple Jump,Bronze,Summer,Lewis
1900,Paris,Athletics,Athletics,"PRINSTEIN, Meyer",USA,Men,Triple Jump,Gold,Summer,Meyer
1900,Paris,Athletics,Athletics,"CONNOLLY, James",USA,Men,Triple Jump,Silver,Summer,James
1900,Paris,Athletics,Athletics,"GARRETT, Robert",USA,Men,"Triple Jump, Standing",Bronze,Summer,Robert
1900,Paris,Athletics,Athletics,"EWRY, Ray",USA,Men,"Triple Jump, Standing",Gold,Summer,Ray
1900,Paris,Athletics,Athletics,"BAXTER, Irving",USA,Men,"Triple Jump, Standing",Silver,Summer,Irving
1900,Paris,Basque Pelota,Basque Pelota,"De AMEZOLA y ASPIZUA, José",ESP,Men,Cesta Punta,Gold,Summer,José
1900,Paris,Basque Pelota,Basque Pelota,"VILLOTA BAQUIOLA, Francisco",ESP,Men,Cesta Punta,Gold,Summer,Francisco
1900,Paris,Basque Pelota,Basque Pelota,"DURQUETTY, Maurice",FRA,Men,Cesta Punta,Silver,Summer,Maurice
1900,Paris,Cricket,Cricket,"BEACHCROFT, Charles",GBR,Men,Cricket,Gold,Summer,Charles
1900,Paris,Cricket,Cricket,"BIRKETT, Arthur Ernest",GBR,Men,Cricket,Gold,Summer,Arthur
1900,Paris,Cricket,Cricket,"BOWERMAN, Alfred James",GBR,Men,Cricket,Gold,Summer,Alfred
1900,Paris,Cricket,Cricket,"BUCKLEY, George John",GBR,Men,Cricket,Gold,Summer,George
1900,Paris,Cricket,Cricket,"BURCHELL, Francis Romulus",GBR,Men,Cricket,Gold,Summer,Francis
1900,Paris,Cricket,Cricket,"CHRISTIAN, Frederick William",GBR,Men,Cricket,Gold,Summer,Frederick
1900,Paris,Cricket,Cricket,"CORNER, Harry Richard",GBR,Men,Cricket,Gold,Summer,Harry
1900,Paris,Cricket,Cricket,"CUMING, Frederick Wlliam",GBR,Men,Cricket,Gold,Summer,Frederick
1900,Paris,Cricket,Cricket,"DONNE, William Stephen",GBR,Men,Cricket,Gold,Summer,William
1900,Paris,Cricket,Cricket,"POWLESLAND, Alfred James",GBR,Men,Cricket,Gold,Summer,Alfred
1900,Paris,Cricket,Cricket,"SYMES, John",GBR,Men,Cricket,Gold,Summer,John
1900,Paris,Cricket,Cricket,"TOLLER, Montagu Henry",GBR,Men,Cricket,Gold,Summer,Montagu
1900,Paris,Cricket,Cricket,"TERRY, Henry John",FRA,Men,Cricket,Silver,Summer,Henry
1900,Paris,Cycling,Cycling Track,"BASTIEN, Louis",FRA,Men,25 Kilometres,Gold,Summer,Louis
1900,Paris,Cycling,Cycling Track,"HILDEBRAND, Louis",FRA,Men,25 Kilometres,Silver,Summer,Louis
1900,Paris,Cycling,Cycling Track,"LAKE, John Henry",USA,Men,Sprint Indivual,Bronze,Summer,John
1900,Paris,Cycling,Cycling Track,"TAILLANDIER, Georges",FRA,Men,Sprint Indivual,Gold,Summer,Georges
1900,Paris,Cycling,Cycling Track,"SANZ, Fernand",FRA,Men,Sprint Indivual,Silver,Summer,Fernand
1900,Paris,Equestrian,Jumping,"VAN DE POELE, Georges",BEL,Men,High Jump,Bronze,Summer,Georges
1900,Paris,Equestrian,Jumping,"GARDERES, Dominique Maximien",FRA,Men,High Jump,Gold,Summer,Dominique
1900,Paris,Equestrian,Jumping,"TRISSINO, Gian Giorgio",ITA,Men,High Jump,Gold,Summer,Gian
1900,Paris,Equestrian,Jumping,"DE CHAMPSAVIN, Louis",FRA,Men,Individual,Bronze,Summer,Louis
1900,Paris,Equestrian,Jumping,"HAEGEMAN, Aimé",BEL,Men,Individual,Gold,Summer,Aimé
1900,Paris,Equestrian,Jumping,"VAN DE POELE, Georges",BEL,Men,Individual,Silver,Summer,Georges
1900,Paris,Equestrian,Jumping,"VAN LANGHENDONCK, Constant",BEL,Men,Long Jump Individual,Gold,Summer,Constant
1900,Paris,Equestrian,Jumping,"TRISSINO, Gian Giorgio",ITA,Men,Long Jump Individual,Silver,Summer,Gian
1900,Paris,Fencing,Fencing,"SEE, Léon",FRA,Men,Épée Individual,Bronze,Summer,Léon
1900,Paris,Fencing,Fencing,"FONST, Ramon",CUB,Men,Épée Individual,Gold,Summer,Ramon
1900,Paris,Fencing,Fencing,"PERREE, Louis",FRA,Men,Épée Individual,Silver,Summer,Louis
1900,Paris,Fencing,Fencing,"SEE, Léon",FRA,Men,"Épée, Amateurs And Masters",Bronze,Summer,Léon
1900,Paris,Fencing,Fencing,"AYAT, Albert",FRA,Men,"Épée, Amateurs And Masters",Gold,Summer,Albert
1900,Paris,Fencing,Fencing,"FONST, Ramon",CUB,Men,"Épée, Amateurs And Masters",Silver,Summer,Ramon
1900,Paris,Fencing,Fencing,"LAURENT, Henri",FRA,Men,"Épée, Masters",Bronze,Summer,Henri
1900,Paris,Fencing,Fencing,"AYAT, Albert",FRA,Men,"Épée, Masters",Gold,Summer,Albert
1900,Paris,Fencing,Fencing,"BOUGNOL, Emile",FRA,Men,"Épée, Masters",Silver,Summer,Emile
1900,Paris,Fencing,Fencing,"BOULENGER, Marcel Jacques",FRA,Men,Foil Individual,Bronze,Summer,Marcel
1900,Paris,Fencing,Fencing,"COSTE, Emile",FRA,Men,Foil Individual,Gold,Summer,Emile
1900,Paris,Fencing,Fencing,"MASSON, Henri",FRA,Men,Foil Individual,Silver,Summer,Henri
1900,Paris,Fencing,Fencing,"MIMIAGUE, Jean-Baptiste",FRA,Men,"Foil, Masters",Bronze,Summer,Jean-Baptiste
1900,Paris,Fencing,Fencing,"MERIGNAC, Lucien",FRA,Men,"Foil, Masters",Gold,Summer,Lucien
1900,Paris,Fencing,Fencing,"KIRCHHOFFER, Alphonse",FRA,Men,"Foil, Masters",Silver,Summer,Alphonse
1900,Paris,Fencing,Fencing,"FLESCH, Siegfried",AUT,Men,Sabre Individual,Bronze,Summer,Siegfried
1900,Paris,Fencing,Fencing,"DE LA FALAISE, Georges",FRA,Men,Sabre Individual,Gold,Summer,Georges
1900,Paris,Fencing,Fencing,"THIEBAUT, Léon",FRA,Men,Sabre Individual,Silver,Summer,Léon
1900,Paris,Fencing,Fencing,"NERALIC, Milan",AUT,Men,"Sabre, Masters",Bronze,Summer,Milan
1900,Paris,Fencing,Fencing,"CONTE, Antonio",ITA,Men,"Sabre, Masters",Gold,Summer,Antonio
1900,Paris,Fencing,Fencing,"SANTELLI, Italo",ITA,Men,"Sabre, Masters",Silver,Summer,Italo
1900,Paris,Football,Football,"DELBECQUE, Albert",BEL,Men,Football,Bronze,Summer,Albert
1900,Paris,Football,Football,"LEBOUTTE, Marcel",BEL,Men,Football,Bronze,Summer,Marcel
1900,Paris,Football,Football,"MOREAU, Ernest",BEL,Men,Football,Bronze,Summer,Ernest
1900,Paris,Football,Football,"PELGRIMS, Georges",BEL,Men,Football,Bronze,Summer,Georges
1900,Paris,Football,Football,"RENIER, Alphonse",BEL,Men,Football,Bronze,Summer,Alphonse
1900,Paris,Football,Football,"THORNTON, Erich",BEL,Men,Football,Bronze,Summer,Erich
1900,Paris,Football,Football,"BUCKENHAM, Claude Percy",GBR,Men,Football,Gold,Summer,Claude
1900,Paris,Football,Football,"CHALK, Alfred Ernest",GBR,Men,Football,Gold,Summer,Alfred
1900,Paris,Football,Football,"GROSLING, William Sullivan",GBR,Men,Football,Gold,Summer,William
1900,Paris,Football,Football,"QUASH, William Francis",GBR,Men,Football,Gold,Summer,William
1900,Paris,Football,Football,"ZEALLEY, James Edward",GBR,Men,Football,Gold,Summer,James
1900,Paris,Football,Football,"ALLEMANE, Pierre",FRA,Men,Football,Silver,Summer,Pierre
1900,Paris,Football,Football,"BLOCH, Jean",FRA,Men,Football,Silver,Summer,Jean
1900,Paris,Football,Football,"CANELLE, Fernand",FRA,Men,Football,Silver,Summer,Fernand
1900,Paris,Football,Football,"GARNIER, René",FRA,Men,Football,Silver,Summer,René
1900,Paris,Golf,Golf,"ROBERTSON, David Donaldson",GBR,Men,Individual,Bronze,Summer,David
1900,Paris,Golf,Golf,"SANDS, Charles Edward",USA,Men,Individual,Gold,Summer,Charles
1900,Paris,Golf,Golf,"RUTHERFORD, Walter",GBR,Men,Individual,Silver,Summer,Walter
1900,Paris,Golf,Golf,"PRATT, Daria",USA,Women,Individual,Bronze,Summer,Daria
1900,Paris,Golf,Golf,"ABBOTT, Margaret Ives",USA,Women,Individual,Gold,Summer,Margaret
1900,Paris,Golf,Golf,"WHITTIER, Pauline",USA,Women,Individual,Silver,Summer,Pauline
1900,Paris,Gymnastics,Artistic G.,"DEMANET, Lucien",FRA,Men,Individual All-Round,Bronze,Summer,Lucien
1900,Paris,Gymnastics,Artistic G.,"SANDRAS, Gustave",FRA,Men,Individual All-Round,Gold,Summer,Gustave
1900,Paris,Gymnastics,Artistic G.,"BAS, Noël",FRA,Men,Individual All-Round,Silver,Summer,Noël
1900,Paris,Polo,Polo,"BOUSSOD, Jean",ZZX,Men,Polo,Bronze,Summer,Jean
1900,Paris,Polo,Polo,"DUC DE BISACCIA, Louis",ZZX,Men,Polo,Bronze,Summer,Louis
1900,Paris,Polo,Polo,"RAOUL-DUVAL, Maurice",ZZX,Men,Polo,Bronze,Summer,Maurice
1900,Paris,Polo,Polo,"DALY, Dennis",ZZX,Men,Polo,Gold,Summer,Dennis
1900,Paris,Polo,Polo,"KEENE, Foxhall Parker",ZZX,Men,Polo,Gold,Summer,Foxhall
1900,Paris,Polo,Polo,"MACKEY, Frank Jay",ZZX,Men,Polo,Gold,Summer,Frank
1900,Paris,Polo,Polo,"RAWLINSON, Alfred",ZZX,Men,Polo,Gold,Summer,Alfred
1900,Paris,Polo,Polo,"BUCKMASTER, Walter Selby",ZZX,Men,Polo,Silver,Summer,Walter
1900,Paris,Polo,Polo,"COMTE DE MADRE, José Pierre M.J.",ZZX,Men,Polo,Silver,Summer,José
1900,Paris,Polo,Polo,"FREAKE, Frederick Maitland",ZZX,Men,Polo,Silver,Summer,Frederick
1900,Paris,Polo,Polo,"MCCREERY, Walter Adolph",ZZX,Men,Polo,Silver,Summer,Walter
1900,Paris,Rowing,Rowing,"BRANDT, Francois Antoine",NED,Men,Eight With Coxswain (8+),Bronze,Summer,Francois
1900,Paris,Rowing,Rowing,"BROCKMANN, Hermanus Gerardus",NED,Men,Eight With Coxswain (8+),Bronze,Summer,Hermanus
1900,Paris,Rowing,Rowing,"KLEIN, Roelof",NED,Men,Eight With Coxswain (8+),Bronze,Summer,Roelof
1900,Paris,Rowing,Rowing,"LEEGSTRA, Ruud Gerbens",NED,Men,Eight With Coxswain (8+),Bronze,Summer,Ruud
1900,Paris,Rowing,Rowing,"MIDDELBERG, Walter",NED,Men,Eight With Coxswain (8+),Bronze,Summer,Walter
1900,Paris,Rowing,Rowing,"OFFERHAUS, Hendrik Karel",NED,Men,Eight With Coxswain (8+),Bronze,Summer,Hendrik
1900,Paris,Rowing,Rowing,"THIJSSEN, Walter",NED,Men,Eight With Coxswain (8+),Bronze,Summer,Walter
1900,Paris,Rowing,Rowing,"TROMP, Henricus",NED,Men,Eight With Coxswain (8+),Bronze,Summer,Henricus
1900,Paris,Rowing,Rowing,"VAN DIJK, Johannes Wilhelmus Maria",NED,Men,Eight With Coxswain (8+),Bronze,Summer,Johannes
1900,Paris,Rowing,Rowing,"ABELL, Louis",USA,Men,Eight With Coxswain (8+),Gold,Summer,Louis
1900,Paris,Rowing,Rowing,"CARR, William",USA,Men,Eight With Coxswain (8+),Gold,Summer,William
1900,Paris,Rowing,Rowing,"DEBAECKE, Harry",USA,Men,Eight With Coxswain (8+),Gold,Summer,Harry
1900,Paris,Rowing,Rowing,"EXLEY, John",USA,Men,Eight With Coxswain (8+),Gold,Summer,John
1900,Paris,Rowing,Rowing,"GEIGER, John",USA,Men,Eight With Coxswain (8+),Gold,Summer,John
1900,Paris,Rowing,Rowing,"HEDLEY, Edward",USA,Men,Eight With Coxswain (8+),Gold,Summer,Edward
1900,Paris,Rowing,Rowing,"JUVENAL, James",USA,Men,Eight With Coxswain (8+),Gold,Summer,James
1900,Paris,Rowing,Rowing,"LOCKWOOD, Roscoe",USA,Men,Eight With Coxswain (8+),Gold,Summer,Roscoe
1900,Paris,Rowing,Rowing,"MARSH, Edward",USA,Men,Eight With Coxswain (8+),Gold,Summer,Edward
1900,Paris,Rowing,Rowing,"BRUGGEMAN, Prospère",BEL,Men,Eight With Coxswain (8+),Silver,Summer,Prospère
1900,Paris,Rowing,Rowing,"DE BISSCHOP, Jules",BEL,Men,Eight With Coxswain (8+),Silver,Summer,Jules
1900,Paris,Rowing,Rowing,"DE COCK, Oscar",BEL,Men,Eight With Coxswain (8+),Silver,Summer,Oscar
1900,Paris,Rowing,Rowing,"DE SOMVILLE, Oscar Charles",BEL,Men,Eight With Coxswain (8+),Silver,Summer,Oscar
1900,Paris,Rowing,Rowing,"HEMELSOET, Maurice",BEL,Men,Eight With Coxswain (8+),Silver,Summer,Maurice
1900,Paris,Rowing,Rowing,"ODBERG, Frank",BEL,Men,Eight With Coxswain (8+),Silver,Summer,Frank
1900,Paris,Rowing,Rowing,"VAN CROMBRUGGHE, Marcel Lucien",BEL,Men,Eight With Coxswain (8+),Silver,Summer,Marcel
1900,Paris,Rowing,Rowing,"VAN LANDEGHEM, Alfred",BEL,Men,Eight With Coxswain (8+),Silver,Summer,Alfred
1900,Paris,Rowing,Rowing,"VERDONCK, Maurice",BEL,Men,Eight With Coxswain (8+),Silver,Summer,Maurice
1900,Paris,Rowing,Rowing,"CARSTENS, Wilhelm",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,Summer,Wilhelm
1900,Paris,Rowing,Rowing,"FELLE, Ernst",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,Summer,Ernst
1900,Paris,Rowing,Rowing,"FICKEISEN, Otto",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,Summer,Otto
1900,Paris,Rowing,Rowing,"KÖRNER, Julius",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,Summer,Julius
1900,Paris,Rowing,Rowing,"KRÖWERATH, Franz",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,Summer,Franz
1900,Paris,Rowing,Rowing,"LEHLE, Carl",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,Summer,Carl
1900,Paris,Rowing,Rowing,"MÖLLER, Adolf",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,Summer,Adolf
1900,Paris,Rowing,Rowing,"MOTHS, Gustav Adolf",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,Summer,Gustav
1900,Paris,Rowing,Rowing,"RÜSTER, Hugo",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,Summer,Hugo
1900,Paris,Rowing,Rowing,"WILKER, Hermann",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,Summer,Hermann
1900,Paris,Rowing,Rowing,"BOUCKAERT, Henri",FRA,Men,Four-Oared Shell With Coxswain (4-),Gold,Summer,Henri
1900,Paris,Rowing,Rowing,"CAU, Jean",FRA,Men,Four-Oared Shell With Coxswain (4-),Gold,Summer,Jean
1900,Paris,Rowing,Rowing,"DELCHAMBRE, Emile",FRA,Men,Four-Oared Shell With Coxswain (4-),Gold,Summer,Emile
1900,Paris,Rowing,Rowing,"GOSSLER, Carl Heinrich",GER,Men,Four-Oared Shell With Coxswain (4-),Gold,Summer,Carl
1900,Paris,Rowing,Rowing,"GOSSLER, Gustav Ludwig",GER,Men,Four-Oared Shell With Coxswain (4-),Gold,Summer,Gustav
1900,Paris,Rowing,Rowing,"GOSSLER, Oscar",GER,Men,Four-Oared Shell With Coxswain (4-),Gold,Summer,Oscar
1900,Paris,Rowing,Rowing,"HAZEBROUCK, Henri",FRA,Men,Four-Oared Shell With Coxswain (4-),Gold,Summer,Henri
1900,Paris,Rowing,Rowing,"KATZENSTEIN, Walther",GER,Men,Four-Oared Shell With Coxswain (4-),Gold,Summer,Walther
1900,Paris,Rowing,Rowing,"TIETGENS, Waldemar",GER,Men,Four-Oared Shell With Coxswain (4-),Gold,Summer,Waldemar
1900,Paris,Rowing,Rowing,"BROCKMANN, Hermanus Gerardus",NED,Men,Four-Oared Shell With Coxswain (4-),Silver,Summer,Hermanus
1900,Paris,Rowing,Rowing,"HIEBENDAAI, Coenraad Christiaan",NED,Men,Four-Oared Shell With Coxswain (4-),Silver,Summer,Coenraad
1900,Paris,Rowing,Rowing,"LOTSY, Gerhard Oswald",NED,Men,Four-Oared Shell With Coxswain (4-),Silver,Summer,Gerhard
1900,Paris,Rowing,Rowing,"LOTSY, Paulus Jan",NED,Men,Four-Oared Shell With Coxswain (4-),Silver,Summer,Paulus
1900,Paris,Rowing,Rowing,"LUMPP, Georges",FRA,Men,Four-Oared Shell With Coxswain (4-),Silver,Summer,Georges
1900,Paris,Rowing,Rowing,"PERRIN, Charles",FRA,Men,Four-Oared Shell With Coxswain (4-),Silver,Summer,Charles
1900,Paris,Rowing,Rowing,"SOUBEYRAN, Daniel",FRA,Men,Four-Oared Shell With Coxswain (4-),Silver,Summer,Daniel
1900,Paris,Rowing,Rowing,"TERWOGT, Johannes Hester Lambertus",NED,Men,Four-Oared Shell With Coxswain (4-),Silver,Summer,Johannes
1900,Paris,Rowing,Rowing,"WEGELIN, Emile",FRA,Men,Four-Oared Shell With Coxswain (4-),Silver,Summer,Emile
1900,Paris,Rowing,Rowing,"DELTOUR, Carlos",FRA,Men,Pair-Oared Shell With Coxswain (2+),Bronze,Summer,Carlos
1900,Paris,Rowing,Rowing,"PAOLI, Raoul",FRA,Men,Pair-Oared Shell With Coxswain (2+),Bronze,Summer,Raoul
1900,Paris,Rowing,Rowing,"VEDRENNE, Antoine Erneste",FRA,Men,Pair-Oared Shell With Coxswain (2+),Bronze,Summer,Antoine
1900,Paris,Rowing,Rowing,"BRANDT, Francois Antoine",ZZX,Men,Pair-Oared Shell With Coxswain (2+),Gold,Summer,Francois
1900,Paris,Rowing,Rowing,"BROCKMANN, Hermanus Gerardus",ZZX,Men,Pair-Oared Shell With Coxswain (2+),Gold,Summer,Hermanus
1900,Paris,Rowing,Rowing,"KLEIN, Roelof",ZZX,Men,Pair-Oared Shell With Coxswain (2+),Gold,Summer,Roelof
1900,Paris,Rowing,Rowing,"MARTINET, Louis",FRA,Men,Pair-Oared Shell With Coxswain (2+),Silver,Summer,Louis
1900,Paris,Rowing,Rowing,"ASHE, Saint-George",GBR,Men,Single Sculls (1X),Bronze,Summer,Saint-George
1900,Paris,Rowing,Rowing,"BARRELET, Henri",FRA,Men,Single Sculls (1X),Gold,Summer,Henri
1900,Paris,Rowing,Rowing,"GAUDIN, André",FRA,Men,Single Sculls (1X),Silver,Summer,André
1900,Paris,Rugby,Rugby,"AITOFF, Vladimir",FRA,Men,Rugby,Gold,Summer,Vladimir
1900,Paris,Rugby,Rugby,"BINOCHE, Jean, LÃ©on",FRA,Men,Rugby,Gold,Summer,Jean
1900,Paris,Rugby,Rugby,"COLLAS, Jean",FRA,Men,Rugby,Gold,Summer,Jean
1900,Paris,Rugby,Rugby,"GAUTIER, Jean Guy",FRA,Men,Rugby,Gold,Summer,Jean
1900,Paris,Rugby,Rugby,"GIROUX, Auguste",FRA,Men,Rugby,Gold,Summer,Auguste
1900,Paris,Rugby,Rugby,"GONDOUIN, Charles",FRA,Men,Rugby,Gold,Summer,Charles
1900,Paris,Rugby,Rugby,"HENRIQUEZ DE ZUBIERRA, Constantin",FRA,Men,Rugby,Gold,Summer,Constantin
1900,Paris,Rugby,Rugby,"HERVE, Jean",FRA,Men,Rugby,Gold,Summer,Jean
1900,Paris,Rugby,Rugby,"LARDANCHET, Victor",FRA,Men,Rugby,Gold,Summer,Victor
1900,Paris,Rugby,Rugby,"LEFEBVRE, Hubert",FRA,Men,Rugby,Gold,Summer,Hubert
1900,Paris,Rugby,Rugby,"OLIVIER, Joseph",FRA,Men,Rugby,Gold,Summer,Joseph
1900,Paris,Rugby,Rugby,"PHARAMOND, Alexandre",FRA,Men,Rugby,Gold,Summer,Alexandre
1900,Paris,Rugby,Rugby,"REICHEL, Frantz",FRA,Men,Rugby,Gold,Summer,Frantz
1900,Paris,Rugby,Rugby,"RISCHMANN, André",FRA,Men,Rugby,Gold,Summer,André
1900,Paris,Rugby,Rugby,"ROOSEVELT, Albert",FRA,Men,Rugby,Gold,Summer,Albert
1900,Paris,Rugby,Rugby,"SARRADE, Emile",FRA,Men,Rugby,Gold,Summer,Emile
1900,Paris,Rugby,Rugby,"AMRHEIN, Albert",GER,Men,Rugby,Silver,Summer,Albert
1900,Paris,Rugby,Rugby,"BETTING, Hugo",GER,Men,Rugby,Silver,Summer,Hugo
1900,Paris,Rugby,Rugby,"DARBY, Artur John",GBR,Men,Rugby,Silver,Summer,Artur
1900,Paris,Rugby,Rugby,"HERRMANN, Jacob",GER,Men,Rugby,Silver,Summer,Jacob
1900,Paris,Rugby,Rugby,"HOFMEISTER, Willy",GER,Men,Rugby,Silver,Summer,Willy
1900,Paris,Rugby,Rugby,"KREUZER, Hermann",GER,Men,Rugby,Silver,Summer,Hermann
1900,Paris,Rugby,Rugby,"LANDVOIGT, Arnold",GER,Men,Rugby,Silver,Summer,Arnold
1900,Paris,Rugby,Rugby,"LATSCHA, Hans",GER,Men,Rugby,Silver,Summer,Hans
1900,Paris,Rugby,Rugby,"LUDWIG, Erich",GER,Men,Rugby,Silver,Summer,Erich
1900,Paris,Rugby,Rugby,"LUDWIG, Richard",GER,Men,Rugby,Silver,Summer,Richard
1900,Paris,Rugby,Rugby,"MÜLLER, Fritz",GER,Men,Rugby,Silver,Summer,Fritz
